CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,PRC_FULL_PAYMENT,TENURE
C16570,87.540559,1.0,885.13,0.0,885.13,0.0,1.0,0.0,1.0,0.0,0,21,6000.0,801.593051,0.916667,12
C14946,3997.572659,1.0,0.0,0.0,0.0,3516.5482,0.0,0.0,0.0,0.272727,6,0,4500.0,1456.274689,0.0,11
C13265,3356.8165229999995,1.0,0.0,0.0,0.0,1831.109653,0.0,0.0,0.0,0.1,1,0,3500.0,661.24329,0.0,10
C14314,429.157725,1.0,170.0,170.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6500.0,694.899932,0.0,12
C12235,44.204396,0.636364,504.0,0.0,504.0,0.0,1.0,0.0,0.916667,0.0,0,20,2500.0,818.64282,0.0,12
C16133,954.060867,1.0,279.76,0.0,578.55,325.076569,0.583333,0.0,0.666667,0.333333,4,14,1000.0,956.028747,0.0,12
C11787,304.945628,1.0,2788.81,2788.81,0.0,266.38309100000004,0.727273,0.727273,0.0,0.090909,6,22,4000.0,2803.353036,0.714286,11
C14608,61.115414,0.909091,239.71,0.0,239.71,0.0,0.454545,0.0,0.454545,0.0,0,5,700.0,358.108438,0.090909,11
C13656,6930.149579999998,1.0,0.0,0.0,0.0,1710.1970629999996,0.0,0.0,0.0,0.166667,2,0,7500.0,1915.638655,0.0,12
C14117,99.029726,1.0,1496.87,429.27,1067.6,0.0,0.916667,0.333333,0.833333,0.0,0,48,5000.0,1760.086698,0.416667,12
C17126,750.150798,1.0,1235.39,1235.39,0.0,887.597551,0.916667,0.916667,0.0,0.25,6,41,2000.0,2002.428473,0.083333,12
C18256,111.539712,1.0,1364.86,0.0,1364.86,0.0,0.916667,0.0,0.833333,0.0,0,11,4000.0,1500.447193,0.2,12
C16043,13.230057,0.545455,112.21,0.0,112.21,0.0,0.416667,0.0,0.416667,0.0,0,5,1500.0,229.90409,0.285714,12
C14486,339.566873,0.818182,2956.2,1398.57,1557.63,0.0,0.75,0.333333,0.666667,0.0,0,17,5500.0,2845.336693,0.375,12
C18718,410.466315,0.545455,826.0,116.0,710.0,750.50253,0.909091,0.181818,0.818182,0.090909,2,15,1000.0,1750.067404,0.125,11
C10466,1036.595935,1.0,0.0,0.0,0.0,193.738137,0.0,0.0,0.0,0.083333,1,0,1200.0,274.653536,0.0,12
C10333,6719.376504999998,1.0,0.0,0.0,0.0,2443.262416,0.0,0.0,0.0,0.333333,7,0,7500.0,1493.089193,0.0,12
C15314,2135.646123,1.0,114.0,114.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,8000.0,577.415935,0.0,12
C15651,4241.864828,1.0,225.08,225.08,0.0,2842.771908,0.090909,0.090909,0.0,1.0,17,2,5000.0,2011.126751,0.0,11
C18667,318.805232,1.0,300.39,106.89,193.5,163.100401,1.0,0.1,0.9,0.1,8,13,1000.0,129.074206,0.111111,10
C16668,136.268319,1.0,757.49,487.61,269.88,1360.5536960000004,1.0,0.083333,0.916667,0.583333,10,26,2000.0,4086.2779630000014,0.5,12
C13792,1210.573775,1.0,2077.09,1578.62,498.47,0.0,1.0,1.0,0.5,0.0,0,20,1500.0,879.9025519999999,0.0,10
C16824,1635.964498,1.0,0.0,0.0,0.0,158.91945900000005,0.0,0.0,0.0,0.333333,6,0,1700.0,464.891311,0.0,12
C13606,98.418953,0.555556,0.0,0.0,0.0,2327.566908,0.0,0.0,0.0,0.444444,15,0,1500.0,2535.544366,0.25,9
C16815,57.491021,1.0,785.96,383.84,402.12,0.0,1.0,1.0,1.0,0.0,0,27,3500.0,684.8538120000002,1.0,12
C16096,116.418751,1.0,1176.0,0.0,1176.0,0.0,1.0,0.0,1.0,0.0,0,12,2150.0,1083.783994,0.666667,12
C12764,127.808682,1.0,2802.08,2213.43,588.65,0.0,1.0,1.0,0.583333,0.0,0,36,6500.0,2384.646953,0.363636,12
C11244,3322.31489,1.0,676.0,601.0,75.0,0.0,0.5,0.25,0.333333,0.0,0,9,10000.0,867.587298,0.0,12
C16186,1070.59508,1.0,0.0,0.0,0.0,54.379041,0.0,0.0,0.0,0.25,3,0,1200.0,1513.629514,0.083333,12
C14598,5256.69533,1.0,188.6,188.6,0.0,1934.418697,0.083333,0.083333,0.0,0.333333,4,1,9000.0,1421.954639,0.0,12
C18823,1283.337407,1.0,1022.41,171.6,850.81,1158.035224,0.875,0.125,0.75,0.25,5,16,1200.0,846.9989419999998,0.0,8
C10815,5211.229218,1.0,0.0,0.0,0.0,2316.206642,0.0,0.0,0.0,0.416667,10,0,5500.0,1009.545319,0.0,12
C13045,33.663794,1.0,585.6,0.0,585.6,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,578.786142,0.916667,12
C11956,1722.9100579999995,1.0,45.45,45.45,0.0,1654.212185,0.083333,0.083333,0.0,0.416667,5,2,4000.0,511.525617,0.0,12
C16933,156.72326,1.0,1776.76,0.0,1776.76,0.0,1.0,0.0,0.916667,0.0,0,22,9600.0,1339.303085,0.916667,12
C18394,189.499535,1.0,1802.93,813.55,989.38,258.95459700000004,0.916667,0.416667,0.833333,0.166667,5,35,1000.0,1273.819019,0.583333,12
C14658,1103.834373,0.363636,0.0,0.0,0.0,155.41423899999995,0.0,0.0,0.0,0.333333,4,0,7000.0,4021.9567520000014,0.0,12
C10206,5698.539876,1.0,47.55,0.0,47.55,2039.52804,0.166667,0.0,0.166667,0.75,14,2,6000.0,2976.579866,0.0,12
C18467,43.438252,1.0,194.1,0.0,194.1,0.0,0.833333,0.0,0.75,0.0,0,10,3000.0,123.282925,0.083333,12
C12807,6804.186841,1.0,640.03,227.6,412.43,1898.318709,0.416667,0.416667,0.416667,0.166667,4,20,7100.0,1891.669441,0.0,12
C10217,64.08090899999999,0.454545,927.0,600.0,327.0,0.0,0.25,0.083333,0.166667,0.0,0,4,5000.0,1260.16384,0.222222,12
C19145,43.960637,1.0,580.65,0.0,580.65,0.0,1.0,0.0,0.857143,0.0,0,7,1000.0,488.691925,0.833333,7
C17066,1296.646998,1.0,0.0,0.0,0.0,148.52066399999995,0.0,0.0,0.0,0.083333,1,0,1500.0,424.063067,0.0,12
C18306,19.303914,0.727273,168.9,0.0,168.9,0.0,0.333333,0.0,0.333333,0.0,0,6,1000.0,345.350729,0.14285699999999998,12
C15054,1710.119356,1.0,1697.15,122.9,1574.25,0.0,0.916667,0.166667,0.916667,0.0,0,37,7500.0,1161.146904,0.0,12
C13304,1845.113513,1.0,258.9,258.9,0.0,251.188184,0.166667,0.166667,0.0,0.166667,2,3,2000.0,486.09303200000005,0.0,12
C11809,26.247988,0.090909,0.0,0.0,0.0,2861.967408,0.0,0.0,0.0,0.083333,1,0,3000.0,0.0,0.0,12
C17941,1845.623354,1.0,480.9,399.62,81.28,1898.921039,0.5,0.166667,0.333333,0.5,27,9,3000.0,1351.2969890000004,0.0,12
C11686,30.525356,0.454545,384.95,384.95,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,14500.0,498.165923,0.272727,12
C17986,862.4130240000002,1.0,108.0,0.0,108.0,925.602681,0.333333,0.0,0.333333,0.333333,10,4,1000.0,1151.18815,0.0,12
C11135,451.076499,0.818182,32.25,0.0,32.25,0.0,0.083333,0.0,0.083333,0.0,0,1,1800.0,0.0,0.0,12
C14777,6991.964344,1.0,1384.92,0.0,1384.92,18.807602,0.75,0.0,0.666667,0.083333,1,9,13000.0,2814.59508,0.0,12
C13760,1390.5970539999996,1.0,724.4,724.4,0.0,0.0,0.5,0.5,0.0,0.0,0,9,7000.0,998.57171,0.0,12
C11733,262.72362200000003,0.818182,2365.07,2125.07,240.0,0.0,0.75,0.5,0.416667,0.0,0,26,9000.0,3095.831769000001,0.636364,12
C10710,235.29426400000003,1.0,1286.2,1286.2,0.0,0.0,1.0,1.0,0.0,0.0,0,24,4000.0,1272.434565,0.0,12
C16479,1818.964688,1.0,1436.41,1300.09,136.32,0.0,1.0,0.583333,1.0,0.0,0,23,6500.0,594.214126,0.0,12
C18629,0.0,0.0,64.62,0.0,64.62,0.0,0.25,0.0,0.25,0.0,0,3,1000.0,0.0,0.0,12
C13289,64.162396,1.0,541.6,0.0,541.6,0.0,0.833333,0.0,0.75,0.0,0,10,7500.0,377.067598,0.363636,12
C17947,106.894095,0.909091,62.73,0.0,62.73,0.0,0.272727,0.0,0.181818,0.0,0,3,5000.0,540.1305070000002,0.272727,11
C14234,117.439961,0.636364,0.0,0.0,0.0,279.060127,0.0,0.0,0.0,0.083333,1,0,750.0,657.048813,0.0,12
C18864,221.29129,1.0,1429.54,653.82,775.72,0.0,0.916667,0.5,0.666667,0.0,0,24,700.0,1277.8986220000004,0.375,12
C18009,99.040178,1.0,1100.0,0.0,1100.0,0.0,0.833333,0.0,0.833333,0.0,0,10,1000.0,1310.127669,0.727273,12
C13483,1037.137052,1.0,549.0,549.0,0.0,882.773966,0.25,0.25,0.0,0.333333,5,3,4000.0,2521.277415,0.181818,12
C17106,942.555708,1.0,150.0,0.0,150.0,1066.604854,0.333333,0.0,0.25,0.083333,4,6,1200.0,1445.633559,0.0,12
C19025,93.972736,0.909091,562.5,0.0,562.5,0.0,0.909091,0.0,0.818182,0.0,0,10,1000.0,433.860714,0.25,11
C19070,17.097058999999998,0.333333,306.25,0.0,306.25,0.0,0.777778,0.0,0.666667,0.0,0,7,1500.0,711.607214,0.25,9
C16583,157.907139,1.0,499.92,0.0,499.92,1093.855719,1.0,0.0,1.0,0.166667,4,12,3000.0,788.375119,0.0,12
C11680,2876.009336,1.0,152.61,152.61,0.0,3719.650168,0.333333,0.333333,0.0,1.166667,24,2,4000.0,248.342971,0.0,6
C11035,1651.127455,1.0,720.18,478.53,241.65,0.0,0.583333,0.166667,0.333333,0.0,0,7,5000.0,0.0,0.0,12
C14684,7934.946009,1.0,1792.15,1792.15,0.0,4169.0609909999985,0.333333,0.333333,0.0,0.333333,6,16,11500.0,2373.896899,0.0,12
C14757,9.431309,1.0,80.44,0.0,80.44,0.0,0.416667,0.0,0.416667,0.0,0,5,2500.0,104.97817,0.5,12
C18872,7.367128,0.555556,479.71,479.71,0.0,95.299613,0.333333,0.333333,0.0,0.222222,2,12,3000.0,1190.0398300000004,1.0,9
C15085,164.583178,0.454545,1489.28,918.48,570.8,0.0,0.333333,0.25,0.25,0.0,0,8,3500.0,1858.087268,0.0,12
C15165,49.198038,0.272727,699.0,699.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1800.0,69.941439,0.0,12
C17938,1006.592714,0.909091,1341.62,1341.62,0.0,0.0,0.363636,0.363636,0.0,0.0,0,186,1200.0,1444.198295,0.0,11
C14944,1118.479084,1.0,325.95,203.96,121.99,0.0,0.666667,0.333333,0.25,0.0,0,9,2400.0,290.888289,0.0,12
C13870,92.279773,1.0,842.51,842.51,0.0,0.0,0.916667,0.916667,0.0,0.0,0,12,9500.0,655.378633,1.0,12
C14740,1154.381343,1.0,2421.85,468.65,1953.2,0.0,1.0,0.333333,1.0,0.0,0,69,9000.0,1421.087219,0.0,12
C12954,5757.919072,1.0,5544.45,3169.2,2375.25,2722.524205,1.0,0.75,1.0,0.416667,8,59,7000.0,2370.147958,0.0,12
C14289,16.657045999999998,0.363636,186.32,65.0,121.32,0.0,0.166667,0.083333,0.083333,0.0,0,4,600.0,28.317708000000003,0.0,12
C13320,250.493739,1.0,500.67,500.67,0.0,0.0,0.166667,0.166667,0.0,0.0,0,3,12000.0,589.69489,0.166667,12
C14155,3252.763399,0.833333,230.0,74.0,156.0,4497.284924000001,0.833333,0.166667,0.666667,0.333333,5,11,4500.0,567.149683,0.0,6
C16294,1420.727073,1.0,0.0,0.0,0.0,311.804499,0.0,0.0,0.0,0.9,9,0,1500.0,506.765033,0.0,10
C14937,2843.942194,1.0,0.0,0.0,0.0,266.975744,0.0,0.0,0.0,0.583333,10,0,3000.0,869.193769,0.0,12
C13269,4504.79334,1.0,0.0,0.0,0.0,4707.988554,0.0,0.0,0.0,1.0,34,0,7500.0,1786.385347,0.0,12
C13520,186.130209,0.636364,2546.94,1136.36,1410.58,0.0,0.666667,0.333333,0.583333,0.0,0,15,12000.0,4633.5174670000015,1.0,12
C13403,50.582235,0.909091,428.0,110.0,318.0,0.0,0.5,0.083333,0.333333,0.0,0,7,1700.0,541.419745,0.428571,12
C13226,1454.188994,1.0,70.0,70.0,0.0,296.081137,0.083333,0.083333,0.0,0.416667,5,1,1500.0,688.5666650000002,0.0,12
C17486,5.135703,0.181818,323.71,0.0,323.71,0.0,1.0,0.0,1.0,0.0,0,17,1500.0,219.996991,0.083333,12
C17403,1937.273513,1.0,658.87,79.67,579.2,0.0,0.916667,0.166667,0.833333,0.0,0,17,2000.0,758.215724,0.0,12
C19129,10.665069,1.0,85.89,0.0,85.89,0.0,1.0,0.0,0.857143,0.0,0,7,1000.0,72.475127,0.666667,7
C10899,2174.018945,1.0,377.1,177.62,199.48,388.849566,0.333333,0.083333,0.25,0.166667,2,5,2600.0,0.0,0.0,12
C12864,937.052256,1.0,2003.98,455.62,1548.36,0.0,1.0,0.166667,1.0,0.0,0,49,1200.0,1033.879447,0.0,12
C13214,66.16329300000001,0.909091,259.32,0.0,259.32,0.0,1.0,0.0,1.0,0.0,0,12,1500.0,384.275314,0.090909,12
C10770,1560.533094,0.777778,749.57,209.77,539.8,4096.907903,0.666667,0.222222,0.444444,0.666667,19,7,6000.0,617.46628,0.0,9
C10984,337.629461,1.0,251.44,251.44,0.0,0.0,1.0,1.0,0.0,0.0,0,12,6000.0,0.0,0.0,12
C12448,1887.061349,1.0,0.0,0.0,0.0,93.437109,0.0,0.0,0.0,0.166667,3,0,2000.0,411.517239,0.0,12
C10349,16.93339,0.454545,174.42,0.0,174.42,0.0,0.333333,0.0,0.25,0.0,0,5,2500.0,347.08638,0.75,12
C14317,96.799285,1.0,537.36,537.36,0.0,625.807503,1.0,1.0,0.0,0.083333,3,12,1500.0,1133.874141,0.916667,12
C12811,414.196362,0.909091,794.53,794.53,0.0,0.0,0.090909,0.090909,0.0,0.0,0,9,2000.0,814.33642,0.1,11
C13905,242.161751,1.0,686.0,686.0,0.0,0.0,0.25,0.25,0.0,0.0,0,5,1600.0,79.554524,0.0,12
C14923,17.141376,0.818182,182.1,33.6,148.5,113.918826,0.25,0.083333,0.083333,0.083333,1,4,6000.0,255.074373,0.2,12
C10837,155.924331,0.818182,517.14,460.57,56.57,0.0,0.416667,0.25,0.166667,0.0,0,7,3000.0,369.733274,0.0,12
C13005,1687.5701370000004,1.0,162.04,73.04,89.0,0.0,0.25,0.083333,0.166667,0.0,0,4,1800.0,331.015115,0.0,12
C18147,1137.469948,1.0,1865.56,280.6,1584.96,157.80548000000005,1.0,0.25,1.0,0.083333,3,62,1200.0,990.084482,0.0,12
C16187,969.583332,1.0,0.0,0.0,0.0,19.587825,0.0,0.0,0.0,0.083333,1,0,2500.0,481.98,0.0,12
C12769,2241.092286,0.909091,1260.0,0.0,1260.0,2992.621714,0.333333,0.0,0.25,0.166667,2,4,6000.0,4582.168916,0.111111,12
C15719,5182.092727,1.0,3183.43,1049.3,2134.13,445.337568,1.0,0.25,1.0,0.166667,7,67,6000.0,2400.861889,0.0,12
C15725,1602.425383,1.0,0.0,0.0,0.0,1770.282273,0.0,0.0,0.0,0.583333,17,0,2500.0,1434.566669,0.0,12
C14079,1798.042812,1.0,0.0,0.0,0.0,478.838983,0.0,0.0,0.0,0.083333,1,0,6300.0,1192.6104710000004,0.0,12
C13829,784.959164,1.0,0.0,0.0,0.0,397.9927990000001,0.0,0.0,0.0,0.083333,2,0,3500.0,223.240044,0.0,12
C18655,640.510192,0.777778,351.89,351.89,0.0,998.213893,0.333333,0.333333,0.0,0.111111,4,7,1200.0,1899.543637,0.2,9
C17719,77.383767,0.636364,2321.87,1212.87,1109.0,0.0,0.583333,0.166667,0.583333,0.0,0,22,1900.0,2071.265301000001,0.363636,12
C17980,22.35378,0.181818,284.5,284.5,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,1000.0,1578.650857,0.0,12
C12222,3188.47034,1.0,0.0,0.0,0.0,1673.75234,0.0,0.0,0.0,0.083333,1,0,4500.0,715.12033,0.0,12
C15486,2056.866139,1.0,3373.7,3373.7,0.0,0.0,0.833333,0.833333,0.0,0.0,0,31,7000.0,2647.183713,0.0,12
C11436,14.434808,1.0,237.48,0.0,237.48,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,216.922698,1.0,12
C18790,11.056609,0.454545,334.85,0.0,334.85,0.0,0.583333,0.0,0.583333,0.0,0,7,3000.0,524.05706,0.833333,12
C13514,67.515739,0.909091,640.48,640.48,0.0,0.0,0.75,0.75,0.0,0.0,0,12,500.0,531.228483,0.090909,12
C14824,451.404363,1.0,2196.0,2154.34,41.66,0.0,0.833333,0.75,0.083333,0.0,0,14,1800.0,2142.056177,0.166667,12
C11057,445.409094,1.0,307.11,163.29,143.82,0.0,0.833333,0.25,0.666667,0.0,0,12,1500.0,467.844102,0.0,12
C14581,404.182321,1.0,3682.11,2473.8,1208.31,0.0,1.0,1.0,1.0,0.0,0,76,10000.0,3259.008834,0.833333,12
C18589,1173.880289,0.875,0.0,0.0,0.0,1434.78206,0.0,0.0,0.0,0.125,1,0,1500.0,183.938329,0.0,8
C16122,1636.518315,1.0,542.47,542.47,0.0,1869.646314,0.25,0.25,0.0,0.25,2,2,3000.0,209.392729,0.0,8
C12793,440.186713,1.0,985.2,531.0,454.2,1055.502083,0.916667,0.25,0.916667,0.333333,12,19,6000.0,1670.8694380000004,0.083333,12
C18758,26.771366,1.0,550.0,0.0,550.0,0.0,0.916667,0.0,0.916667,0.0,0,11,2000.0,581.909822,0.0,12
C18802,0.919387,0.181818,251.5,251.5,0.0,0.0,0.166667,0.166667,0.0,0.0,0,4,1200.0,712.364811,0.0,12
C11530,22.794308,0.636364,12.0,12.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,119.909635,0.0,12
C16806,3345.311478,1.0,767.13,20.0,747.13,0.0,1.0,0.083333,1.0,0.0,0,70,3000.0,976.91687,0.0,12
C17758,39.469095,0.636364,418.97,0.0,418.97,0.0,1.0,0.0,1.0,0.0,0,30,3000.0,655.157042,0.0,12
C17620,21.881528,1.0,89.04,89.04,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,193.985335,0.0,12
C17499,677.778395,0.75,0.0,0.0,0.0,1361.306734,0.0,0.0,0.0,0.125,2,0,1500.0,1515.946459,0.0,8
C18146,1020.535366,1.0,205.54,205.54,0.0,0.0,0.166667,0.166667,0.0,0.0,0,3,1200.0,232.721106,0.0,12
C15241,454.552808,0.454545,0.0,0.0,0.0,1091.832836,0.0,0.0,0.0,0.083333,1,0,1200.0,163.85665,0.0,12
C11250,1327.775159,1.0,534.93,0.0,534.93,114.667852,1.0,0.0,1.0,0.083333,1,38,1500.0,578.744266,0.0,12
C10931,1917.203534,1.0,0.0,0.0,0.0,84.438672,0.0,0.0,0.0,0.083333,1,0,2000.0,468.617347,0.0,12
C16016,517.5742759999998,1.0,4235.28,465.58,3769.7,0.0,0.916667,0.333333,0.833333,0.0,0,33,2800.0,3770.525556,0.777778,12
C14270,53.99462800000001,1.0,257.0,257.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,3,6500.0,423.058905,0.083333,12
C17927,483.422715,1.0,1196.35,738.41,457.94,0.0,0.75,0.5,0.333333,0.0,0,17,5000.0,1789.7570239999998,0.083333,12
C19091,102.011668,0.8888889999999999,799.0,0.0,799.0,0.0,0.444444,0.0,0.333333,0.0,0,6,1000.0,907.540585,1.0,9
C10262,185.640313,1.0,1703.23,1703.23,0.0,0.0,1.0,1.0,0.0,0.0,0,13,11500.0,1449.039414,1.0,12
C14763,19.491307,0.363636,0.0,0.0,0.0,1161.514855,0.0,0.0,0.0,0.083333,3,0,1200.0,3338.597271,0.5,12
C12402,7156.345546,1.0,0.0,0.0,0.0,2506.083985,0.0,0.0,0.0,0.25,6,0,18000.0,3447.733455,0.0,12
C16888,605.7444519999998,1.0,119.0,119.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1800.0,253.057215,0.0,12
C17765,1615.724155,1.0,673.74,484.46,189.28,624.03835,1.0,0.333333,0.75,0.416667,12,18,2000.0,785.8337190000002,0.0,12
C11958,1333.896193,1.0,233.31,0.0,233.31,1432.955059,1.0,0.0,0.857143,0.285714,3,7,1500.0,310.700827,0.0,7
C14301,3290.750214,1.0,974.72,974.72,0.0,0.0,1.0,1.0,0.0,0.0,0,25,10000.0,1064.7018859999996,0.0,12
C19073,7.4726,0.333333,63.4,35.09,28.31,0.0,0.222222,0.111111,0.111111,0.0,0,2,500.0,83.417439,0.0,9
C18653,22.493402,0.272727,291.28,146.29,144.99,0.0,0.25,0.166667,0.166667,0.0,0,7,1000.0,563.715318,0.0,12
C16393,10.954457,0.125,0.0,0.0,0.0,389.594394,0.0,0.0,0.0,0.125,2,0,3000.0,0.0,0.0,8
C18043,1492.606493,0.777778,0.0,0.0,0.0,2361.57578,0.0,0.0,0.0,0.555556,17,0,2500.0,543.321868,0.0,9
C11129,1262.88817,1.0,313.02,210.5,102.52,1381.613303,0.583333,0.5,0.416667,0.083333,1,13,1500.0,1960.5193010000007,0.0,12
C13334,182.085903,1.0,1935.16,1935.16,0.0,0.0,0.833333,0.833333,0.0,0.0,0,26,13500.0,2559.793542000001,0.416667,12
C17628,543.815182,1.0,0.0,0.0,0.0,45.475577,0.0,0.0,0.0,0.083333,1,0,3000.0,593.946163,0.0,12
C11861,6853.020124,1.0,0.0,0.0,0.0,2529.9015870000007,0.0,0.0,0.0,0.5,9,0,7500.0,1863.404442,0.0,12
C11639,82.803156,1.0,756.68,597.35,159.33,0.0,1.0,1.0,0.166667,0.0,0,14,4000.0,699.109729,1.0,12
C19161,1055.087681,0.666667,0.0,0.0,0.0,1820.1162,0.0,0.0,0.0,0.333333,2,0,2000.0,54.795084,0.0,6
C12229,121.024256,1.0,1850.23,0.0,1850.23,0.0,1.0,0.0,0.916667,0.0,0,18,14000.0,1826.882329,0.833333,12
C13985,5000.825577000001,1.0,3310.39,3072.89,237.5,2019.865472,0.75,0.666667,0.333333,0.083333,1,28,7500.0,2633.433636,0.0,12
C17047,1337.107101,1.0,466.67,0.0,466.67,0.0,0.5,0.0,0.416667,0.0,0,15,1500.0,555.683726,0.0,12
C10726,1167.045536,1.0,294.13,65.0,229.13,0.0,0.916667,0.083333,0.833333,0.0,0,12,1500.0,686.376349,0.0,12
C18726,155.167572,0.8,1084.76,0.0,1084.76,0.0,0.8,0.0,0.7,0.0,0,12,4000.0,1070.911497,0.666667,10
C18729,39.885648,1.0,433.32,0.0,433.32,0.0,1.0,0.0,1.0,0.0,0,12,6000.0,453.19428,0.666667,12
C10493,1135.53683,1.0,50.98,0.0,50.98,0.0,0.333333,0.0,0.333333,0.0,0,4,1200.0,320.592941,0.0,12
C15511,1235.224095,1.0,637.28,10.0,627.28,0.0,1.0,0.083333,0.916667,0.0,0,13,1500.0,742.382146,0.0,12
C15324,0.0,0.0,933.75,0.0,933.75,0.0,0.75,0.0,0.75,0.0,0,9,4000.0,0.0,0.0,12
C14810,1089.795044,1.0,0.0,0.0,20.0,38.249993,0.0,0.0,0.166667,0.083333,1,1,1200.0,284.731156,0.0,12
C10724,4414.952906,1.0,419.64,0.0,419.64,0.0,1.0,0.0,1.0,0.0,0,12,4200.0,467.204852,0.0,12
C16876,512.011287,1.0,3837.1,1564.32,2272.78,0.0,1.0,0.416667,1.0,0.0,0,28,6000.0,3827.939809,0.416667,12
C16952,1308.126179,1.0,102.75,0.0,102.75,0.0,0.833333,0.0,0.75,0.0,0,10,3000.0,865.740388,0.0,12
C12593,1890.946618,1.0,0.0,0.0,0.0,4561.090005,0.0,0.0,0.0,0.25,7,0,2500.0,4847.513095,0.090909,12
C14643,380.517893,1.0,2590.27,2102.46,487.81,0.0,0.916667,0.916667,0.416667,0.0,0,49,2500.0,1825.405687,0.090909,12
C17971,771.773362,1.0,750.0,250.0,500.0,0.0,0.333333,0.083333,0.25,0.0,0,5,4000.0,204.167996,0.0,12
C10039,6269.418144,1.0,204.0,204.0,0.0,2925.699862,0.083333,0.083333,0.0,0.333333,12,2,9000.0,1237.111661,0.0,12
C16315,1299.904896,0.8888889999999999,0.0,0.0,0.0,4907.783225,0.0,0.0,0.0,0.444444,6,0,2500.0,3710.009991,0.166667,9
C13524,1965.881663,1.0,3782.09,2450.0,1332.09,0.0,0.833333,0.083333,0.666667,0.0,0,11,1800.0,3988.944816,0.083333,12
C10204,130.25153799999998,0.909091,1343.19,1082.79,260.4,0.0,1.0,1.0,0.583333,0.0,0,33,15000.0,1043.55929,0.545455,12
C17975,10856.48301,1.0,45.65,45.65,0.0,5096.886673,0.083333,0.083333,0.0,0.25,5,1,14500.0,2670.733732,0.0,12
C11427,841.398158,1.0,860.2,264.35,595.85,0.0,0.75,0.166667,0.666667,0.0,0,16,15500.0,1198.790549,0.0,12
C16523,447.563656,0.909091,911.09,911.09,0.0,896.215958,0.583333,0.583333,0.0,0.166667,4,9,1200.0,2160.154624,0.111111,12
C17544,1728.29571,1.0,673.8,0.0,673.8,0.0,1.0,0.0,1.0,0.0,0,12,1700.0,727.421149,0.0,12
C17840,2270.623981,1.0,1200.0,1200.0,0.0,2629.671395,0.083333,0.083333,0.0,0.333333,9,1,3000.0,967.527752,0.0,12
C18338,779.5496730000001,1.0,412.55,0.0,412.55,214.232874,0.75,0.0,0.75,0.083333,2,9,4000.0,1793.396325,0.083333,12
C15391,118.941982,0.285714,1250.0,0.0,1250.0,0.0,0.714286,0.0,0.714286,0.0,0,5,3000.0,1130.438324,0.0,7
C16536,2285.604784,1.0,75.0,0.0,75.0,2539.047806,0.25,0.0,0.25,0.333333,13,3,2500.0,531.583507,0.0,12
C19062,94.307698,1.0,343.99,0.0,343.99,0.0,1.0,0.0,0.8888889999999999,0.0,0,17,1000.0,327.62139,0.0,9
C15838,964.386954,1.0,0.0,0.0,0.0,1852.449594,0.0,0.0,0.0,0.166667,4,0,3200.0,5586.40448,0.166667,12
C10722,1495.801569,1.0,420.03,320.03,100.0,0.0,1.0,0.25,1.0,0.0,0,16,6600.0,1283.885302,0.0,12
C11270,341.467517,1.0,3446.96,2831.62,615.34,0.0,1.0,1.0,0.333333,0.0,0,46,10500.0,3273.239834,1.0,12
C13887,224.812081,1.0,388.9,119.0,269.9,0.0,0.5,0.083333,0.416667,0.0,0,7,1500.0,671.924423,0.0,12
C15150,41.049799,0.727273,413.31,133.31,280.0,0.0,0.583333,0.083333,0.416667,0.0,0,8,6000.0,475.939508,0.625,12
C16960,97.617137,0.222222,736.0,736.0,0.0,0.0,0.222222,0.222222,0.0,0.0,0,2,1500.0,0.0,0.0,9
C16293,14.042241,1.0,92.16,0.0,92.16,0.0,0.333333,0.0,0.25,0.0,0,4,500.0,91.672694,0.166667,12
C15110,2.081357,0.181818,26.49,26.49,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,7500.0,78.573329,0.0,12
C11841,11734.26656,1.0,1528.12,0.0,1528.12,5187.258558,1.0,0.0,0.916667,0.583333,13,38,15500.0,3624.231423,0.0,12
C11248,39.977967,0.3,432.05,432.05,0.0,0.0,0.2,0.2,0.0,0.0,0,3,10000.0,1282.534281,0.0,10
C12241,1432.326731,0.625,0.0,0.0,0.0,3771.115165,0.0,0.0,0.0,0.625,15,0,5000.0,138.855523,0.0,8
